x,y,z
9.2,10.8,2.276
28.8,26.0,8.219
48.400000000000006,41.2,0.0
48.400000000000006,41.8,0.0
9.2,11.6,2.166
28.8,26.8,8.368
9.2,12.2,1.984
28.8,27.4,8.537
48.400000000000006,42.6,0.0
9.2,13.0,2.172
28.8,28.200000000000003,9.011
48.400000000000006,43.400000000000006,0.0
28.8,28.8,8.633
9.2,13.8,2.084
48.400000000000006,44.0,0.0
9.2,14.4,2.06
28.8,29.6,7.958
48.400000000000006,44.8,0.0
48.400000000000006,45.400000000000006,0.072
9.2,15.2,1.943
28.8,30.4,7.564
9.2,15.8,1.897
28.8,31.0,7.101
48.400000000000006,46.2,0.0
9.2,16.6,1.878
28.8,31.8,6.63
48.400000000000006,47.0,0.0
28.8,32.4,6.188
9.2,17.400000000000002,1.617
48.400000000000006,47.6,0.066
9.2,18.0,1.663
28.8,33.2,5.531
48.400000000000006,48.400000000000006,0.0
48.400000000000006,49.0,0.0
9.2,18.8,1.798
28.8,34.0,4.89
9.2,19.4,1.68
28.8,34.6,4.433
48.400000000000006,49.8,0.0
77.2,48.400000000000006,0.0
9.2,20.200000000000003,1.782
28.8,35.4,3.728
28.8,36.0,3.123
9.2,21.0,1.919
9.2,21.6,1.791
28.8,36.8,2.292
9.2,22.4,1.614
28.8,37.6,1.661
77.2,49.0,0.0
9.2,23.0,1.539
28.8,38.2,1.472
9.2,23.8,1.691
28.8,39.0,0.91
28.8,39.6,0.529
9.2,24.6,1.38
9.2,25.200000000000003,1.677
28.8,40.400000000000006,0.096
9.2,26.0,1.541
28.8,41.2,0.127
28.8,41.8,0.0
9.2,26.8,0.839
77.2,49.8,0.0
9.2,27.4,1.355
28.8,42.6,0.133
9.2,28.200000000000003,1.421
28.8,43.400000000000006,0.066
9.2,28.8,1.552
28.8,44.0,0.0
9.2,29.6,1.573
28.8,44.8,0.0
28.8,45.400000000000006,0.0
9.2,30.4,1.364
9.2,31.0,1.22
28.8,46.2,0.0
9.2,31.8,0.925
28.8,47.0,0.0
9.2,32.4,0.621
28.8,47.6,0.082
9.2,33.2,0.534
28.8,48.400000000000006,0.0
28.8,49.0,0.0
9.2,34.0,0.379
9.2,34.6,0.0
28.8,49.8,0.0
9.2,35.4,0.13
9.2,36.0,-0.027
9.2,36.8,0.0
9.2,37.6,0.0
9.2,38.2,0.0
9.2,39.0,0.0
9.2,39.6,0.0
9.2,40.400000000000006,0.0
9.2,41.2,0.0
9.2,41.8,0.0
9.2,42.6,0.0
9.2,43.400000000000006,0.0
9.2,44.0,0.0
9.2,44.8,0.0
9.2,45.400000000000006,0.0
9.2,46.2,0.0
9.2,47.0,0.0
9.2,47.6,0.0
9.2,48.400000000000006,0.0
9.2,49.0,0.0
9.2,49.8,0.0
75.0,0.0,0.0
75.0,0.8,0.21
75.0,1.4,0.518
67.0,2.8000000000000003,1.692
75.0,2.2,0.821
75.0,2.8000000000000003,1.051
75.0,3.6,1.215
75.0,4.4,1.32
75.0,5.0,1.239
75.0,5.800000000000001,1.032
75.0,6.4,1.165
75.0,7.2,1.033
75.0,8.0,0.86
75.0,8.6,1.159
75.0,9.4,0.796
75.0,10.2,0.809
75.0,10.8,0.645
75.0,11.6,0.297
75.0,12.2,0.363
67.0,5.0,3.151
75.0,13.0,0.285
75.0,13.8,0.181
75.0,14.4,0.091
55.400000000000006,0.0,0.0
75.0,15.2,0.098
75.0,15.8,0.281
55.400000000000006,0.8,0.36
55.400000000000006,1.4,0.68
75.0,16.6,0.285
55.400000000000006,2.2,1.119
75.0,17.400000000000002,0.111
55.400000000000006,2.8000000000000003,1.432
75.0,18.0,0.152
55.400000000000006,3.6,1.868
75.0,18.8,0.122
75.0,19.4,-0.018
55.400000000000006,4.4,2.338
67.0,6.4,4.12
55.400000000000006,5.0,2.587
75.0,20.200000000000003,0.0
55.400000000000006,5.800000000000001,3.079
75.0,21.0,0.092
55.400000000000006,6.4,3.327
75.0,21.6,0.011
55.400000000000006,7.2,3.813
75.0,22.4,0.126
75.0,23.0,0.117
55.400000000000006,8.0,4.232
55.400000000000006,8.6,4.606
75.0,23.8,0.048
55.400000000000006,9.4,5.025
75.0,24.6,0.0
75.0,25.200000000000003,0.07
55.400000000000006,10.2,5.441
55.400000000000006,10.8,5.699
75.0,26.0,0.0
55.400000000000006,11.6,6.137
75.0,26.8,0.093
55.400000000000006,12.2,6.583
75.0,27.4,0.093
55.400000000000006,13.0,6.999
75.0,28.200000000000003,0.0
75.0,28.8,0.0
55.400000000000006,13.8,7.453
55.400000000000006,14.4,7.771
75.0,29.6,0.0
35.800000000000004,0.0,0.0
55.400000000000006,15.2,8.127
67.0,8.6,5.557
55.400000000000006,15.8,8.489
35.800000000000004,0.8,0.4
75.0,30.4,0.0
75.0,31.0,0.0
35.800000000000004,1.4,0.675
55.400000000000006,16.6,8.851
75.0,31.8,0.079
75.0,32.4,0.08
35.800000000000004,2.2,1.235
55.400000000000006,17.400000000000002,9.294
35.800000000000004,2.8000000000000003,1.54
55.400000000000006,18.0,9.507
75.0,33.2,0.0
35.800000000000004,3.6,2.134
55.400000000000006,18.8,9.325
75.0,34.0,0.0
55.400000000000006,19.4,9.117
35.800000000000004,4.4,2.532
75.0,34.6,0.087
35.800000000000004,5.0,2.905
55.400000000000006,20.200000000000003,8.855
75.0,35.4,0.0
75.0,36.0,0.0
35.800000000000004,5.800000000000001,3.376
55.400000000000006,21.0,8.972
35.800000000000004,6.4,3.806
55.400000000000006,21.6,8.912
75.0,36.8,0.0
35.800000000000004,7.2,4.273
55.400000000000006,22.4,8.897
75.0,37.6,0.0
55.400000000000006,23.0,8.748
35.800000000000004,8.0,4.804
75.0,38.2,0.0
35.800000000000004,8.6,5.087
55.400000000000006,23.8,8.613
75.0,39.0,0.0
75.0,39.6,0.0
35.800000000000004,9.4,5.66
55.400000000000006,24.6,8.563
55.400000000000006,25.200000000000003,8.362
35.800000000000004,10.2,6.142
75.0,40.400000000000006,0.0
35.800000000000004,10.8,6.431
55.400000000000006,26.0,8.195
75.0,41.2,0.0
67.0,10.8,6.638
35.800000000000004,11.6,6.913
55.400000000000006,26.8,8.408
75.0,41.8,0.0
35.800000000000004,12.2,7.376
55.400000000000006,27.4,8.459
75.0,42.6,0.0
35.800000000000004,13.0,7.798
55.400000000000006,28.200000000000003,8.735
75.0,43.400000000000006,0.0
55.400000000000006,28.8,8.592
35.800000000000004,13.8,8.258
75.0,44.0,0.0
35.800000000000004,14.4,8.636
55.400000000000006,29.6,7.92
75.0,44.8,0.0
75.0,45.400000000000006,0.0
16.2,0.0,0.0
35.800000000000004,15.2,9.108
55.400000000000006,30.4,7.459
35.800000000000004,15.8,9.569
16.2,0.8,0.349
55.400000000000006,31.0,6.992
75.0,46.2,0.0
16.2,1.4,0.669
35.800000000000004,16.6,10.0
55.400000000000006,31.8,6.358
55.400000000000006,32.4,5.946
16.2,2.2,1.171
35.800000000000004,17.400000000000002,9.95
75.0,47.0,0.0
16.2,2.8000000000000003,1.532
35.800000000000004,18.0,9.707
55.400000000000006,33.2,5.21
67.0,12.2,6.833
16.2,3.6,2.052
35.800000000000004,18.8,9.311
55.400000000000006,34.0,4.382
35.800000000000004,19.4,9.267
16.2,4.4,2.545
55.400000000000006,34.6,3.799
75.0,49.0,0.0
16.2,5.0,2.831
35.800000000000004,20.200000000000003,8.757
55.400000000000006,35.4,3.348
55.400000000000006,36.0,2.852
16.2,5.800000000000001,3.387
35.800000000000004,21.0,8.863
16.2,6.4,3.655
35.800000000000004,21.6,9.02
55.400000000000006,36.8,2.103
16.2,7.2,4.105
35.800000000000004,22.4,9.104
55.400000000000006,37.6,1.329
35.800000000000004,23.0,8.774
16.2,8.0,4.675
55.400000000000006,38.2,0.596
16.2,8.6,4.967
35.800000000000004,23.8,8.319
55.400000000000006,39.0,0.198
55.400000000000006,39.6,0.0
16.2,9.4,5.448
35.800000000000004,24.6,8.253
35.800000000000004,25.200000000000003,8.41
16.2,10.2,6.011
55.400000000000006,40.400000000000006,0.0
16.2,10.8,6.262
35.800000000000004,26.0,8.4
55.400000000000006,41.2,0.092
55.400000000000006,41.8,0.1
16.2,11.6,6.653
35.800000000000004,26.8,8.459
16.2,12.2,6.563
35.800000000000004,27.4,8.656
55.400000000000006,42.6,0.0
16.2,13.0,6.668
35.800000000000004,28.200000000000003,8.968
55.400000000000006,43.400000000000006,0.082
35.800000000000004,28.8,8.629
16.2,13.8,6.782
55.400000000000006,44.0,0.0
16.2,14.4,6.705
35.800000000000004,29.6,7.992
55.400000000000006,44.8,0.076
55.400000000000006,45.400000000000006,0.0
16.2,15.2,6.844
35.800000000000004,30.4,7.563
16.2,15.8,6.597
35.800000000000004,31.0,6.991
55.400000000000006,46.2,0.0
16.2,16.6,6.443
35.800000000000004,31.8,6.498
55.400000000000006,47.0,0.0
35.800000000000004,32.4,5.996
16.2,17.400000000000002,6.318
55.400000000000006,47.6,0.0
16.2,18.0,6.319
35.800000000000004,33.2,5.263
55.400000000000006,48.400000000000006,0.0
55.400000000000006,49.0,0.0
16.2,18.8,6.2
35.800000000000004,34.0,4.64
16.2,19.4,6.387
35.800000000000004,34.6,3.88
55.400000000000006,49.8,0.0
16.2,20.200000000000003,6.503
35.800000000000004,35.4,3.029
35.800000000000004,36.0,2.72
16.2,21.0,6.499
16.2,21.6,6.413
35.800000000000004,36.8,2.091
16.2,22.4,6.407
35.800000000000004,37.6,1.266
16.2,23.0,6.353
35.800000000000004,38.2,0.954
16.2,23.8,6.169
35.800000000000004,39.0,0.347
35.800000000000004,39.6,0.062
16.2,24.6,6.31
16.2,25.200000000000003,6.229
35.800000000000004,40.400000000000006,0.0
16.2,26.0,6.116
35.800000000000004,41.2,0.0
35.800000000000004,41.8,0.0
16.2,26.8,5.529
16.2,27.4,5.756
35.800000000000004,42.6,0.068
16.2,28.200000000000003,6.176
35.800000000000004,43.400000000000006,0.0
16.2,28.8,6.11
35.800000000000004,44.0,0.067
16.2,29.6,6.09
35.800000000000004,44.8,0.0
35.800000000000004,45.400000000000006,0.0
16.2,30.4,5.945
16.2,31.0,5.583
35.800000000000004,46.2,0.0
62.2,0.0,0.0
16.2,31.8,5.34
35.800000000000004,47.0,0.0
62.2,0.8,0.368
16.2,32.4,4.953
35.800000000000004,47.6,0.0
62.2,1.4,0.864
16.2,33.2,4.668
35.800000000000004,48.400000000000006,0.0
62.2,2.2,1.44
35.800000000000004,49.0,0.0
16.2,34.0,4.451
62.2,2.8000000000000003,1.897
16.2,34.6,4.34
35.800000000000004,49.8,0.0
62.2,3.6,2.437
16.2,35.4,3.863
62.2,4.4,2.997
16.2,36.0,3.478
62.2,5.0,3.452
16.2,36.8,2.775
62.2,5.800000000000001,3.966
16.2,37.6,2.179
62.2,6.4,4.42
16.2,38.2,1.736
62.2,7.2,4.907
16.2,39.0,1.087
62.2,8.0,5.522
16.2,39.6,0.637
62.2,8.6,5.954
16.2,40.400000000000006,0.292
62.2,9.4,6.469
16.2,41.2,0.237
62.2,10.2,7.13
16.2,41.8,0.154
62.2,10.8,7.519
16.2,42.6,0.138
62.2,11.6,8.031
16.2,43.400000000000006,0.157
62.2,12.2,8.445
16.2,44.0,0.198
62.2,13.0,9.073
16.2,44.8,0.101
62.2,13.8,9.499
16.2,45.400000000000006,0.154
62.2,14.4,9.535
16.2,46.2,0.0
42.6,0.0,0.0
62.2,15.2,9.516
16.2,47.0,0.113
42.6,0.8,0.258
62.2,15.8,9.301
16.2,47.6,0.0
42.6,1.4,0.656
62.2,16.6,9.405
16.2,48.400000000000006,0.0
42.6,2.2,1.034
62.2,17.400000000000002,9.166
16.2,49.0,0.0
42.6,2.8000000000000003,1.266
62.2,18.0,9.22
16.2,49.8,0.0
42.6,3.6,1.64
62.2,18.8,9.29
62.2,19.4,9.091
42.6,4.4,2.105
42.6,5.0,2.435
62.2,20.200000000000003,9.091
42.6,5.800000000000001,2.835
62.2,21.0,9.266
42.6,6.4,3.118
62.2,21.6,9.122
42.6,7.2,3.514
62.2,22.4,9.193
62.2,23.0,9.055
42.6,8.0,3.86
42.6,8.6,4.156
62.2,23.8,8.966
42.6,9.4,4.614
62.2,24.6,8.851
62.2,25.200000000000003,8.828
42.6,10.2,4.993
42.6,10.8,5.329
62.2,26.0,8.745
42.6,11.6,5.738
62.2,26.8,8.626
42.6,12.2,6.034
62.2,27.4,8.52
42.6,13.0,6.369
62.2,28.200000000000003,8.198
62.2,28.8,8.199
42.6,13.8,6.737
42.6,14.4,7.075
62.2,29.6,7.897
23.0,0.0,0.0
42.6,15.2,7.504
62.2,30.4,7.475
42.6,15.8,7.789
23.0,0.8,0.34
62.2,31.0,7.036
23.0,1.4,0.725
42.6,16.6,8.193
62.2,31.8,6.42
62.2,32.4,6.034
23.0,2.2,1.241
42.6,17.400000000000002,8.655
23.0,2.8000000000000003,1.637
42.6,18.0,8.932
62.2,33.2,5.471
23.0,3.6,2.161
42.6,18.8,9.315
62.2,34.0,4.843
42.6,19.4,9.522
23.0,4.4,2.555
62.2,34.6,4.354
23.0,5.0,2.965
42.6,20.200000000000003,9.529
62.2,35.4,3.677
62.2,36.0,3.257
23.0,5.800000000000001,3.54
42.6,21.0,9.12
23.0,6.4,3.854
42.6,21.6,8.958
62.2,36.8,2.51
23.0,7.2,4.354
42.6,22.4,9.066
62.2,37.6,1.805
42.6,23.0,9.062
23.0,8.0,4.874
62.2,38.2,1.31
23.0,8.6,5.175
42.6,23.8,8.679
62.2,39.0,0.359
62.2,39.6,0.108
23.0,9.4,5.725
42.6,24.6,8.538
42.6,25.200000000000003,8.718
23.0,10.2,6.207
62.2,40.400000000000006,0.139
23.0,10.8,6.521
42.6,26.0,8.571
62.2,41.2,0.124
62.2,41.8,0.085
23.0,11.6,7.079
42.6,26.8,8.589
23.0,12.2,7.487
42.6,27.4,8.936
62.2,42.6,0.162
23.0,13.0,7.942
42.6,28.200000000000003,8.812
62.2,43.400000000000006,0.0
42.6,28.8,8.529
23.0,13.8,8.405
62.2,44.0,0.071
23.0,14.4,8.792
42.6,29.6,8.284
62.2,44.8,0.0
62.2,45.400000000000006,0.117
3.4000000000000004,0.0,0.0
23.0,15.2,9.182
42.6,30.4,7.669
23.0,15.8,9.195
3.4000000000000004,0.8,0.079
42.6,31.0,7.182
62.2,46.2,0.0
3.4000000000000004,1.4,0.047
23.0,16.6,9.274
42.6,31.8,6.587
42.6,32.4,6.012
3.4000000000000004,2.2,0.094
23.0,17.400000000000002,9.408
62.2,47.0,0.0
3.4000000000000004,2.8000000000000003,0.073
23.0,18.0,9.405
42.6,33.2,5.297
62.2,47.6,0.068
3.4000000000000004,3.6,0.0
23.0,18.8,9.533
42.6,34.0,4.515
23.0,19.4,9.495
3.4000000000000004,4.4,0.0
42.6,34.6,4.282
62.2,49.0,0.0
3.4000000000000004,5.0,0.072
23.0,20.200000000000003,9.39
42.6,35.4,3.607
42.6,36.0,2.9
3.4000000000000004,5.800000000000001,0.0
23.0,21.0,9.507
3.4000000000000004,6.4,0.0
23.0,21.6,9.394
42.6,36.8,2.207
3.4000000000000004,7.2,0.08
23.0,22.4,9.589
42.6,37.6,1.794
23.0,23.0,9.53
3.4000000000000004,8.0,0.0
42.6,38.2,1.202
3.4000000000000004,8.6,0.0
23.0,23.8,9.417
42.6,39.0,0.599
42.6,39.6,0.276
3.4000000000000004,9.4,0.0
23.0,24.6,9.303
23.0,25.200000000000003,9.404
3.4000000000000004,10.2,0.095
42.6,40.400000000000006,0.134
3.4000000000000004,10.8,0.0
23.0,26.0,9.467
42.6,41.2,0.115
42.6,41.8,0.151
3.4000000000000004,11.6,0.0
23.0,26.8,8.874
3.4000000000000004,12.2,0.08
23.0,27.4,8.678
42.6,42.6,0.097
3.4000000000000004,13.0,0.068
23.0,28.200000000000003,8.978
42.6,43.400000000000006,0.0
23.0,28.8,8.827
3.4000000000000004,13.8,0.091
42.6,44.0,0.152
3.4000000000000004,14.4,0.0
23.0,29.6,8.302
42.6,44.8,0.0
42.6,45.400000000000006,0.0
3.4000000000000004,15.2,0.0
23.0,30.4,7.819
3.4000000000000004,15.8,0.0
23.0,31.0,7.489
42.6,46.2,0.104
3.4000000000000004,16.6,0.094
23.0,31.8,6.849
42.6,47.0,0.0
23.0,32.4,6.319
3.4000000000000004,17.400000000000002,0.0
42.6,47.6,0.0
3.4000000000000004,18.0,0.09
23.0,33.2,5.822
42.6,48.400000000000006,0.0
42.6,49.0,0.0
3.4000000000000004,18.8,0.0
23.0,34.0,5.195
3.4000000000000004,19.4,0.084
23.0,34.6,4.545
42.6,49.8,0.0
3.4000000000000004,20.200000000000003,0.0
23.0,35.4,3.977
23.0,36.0,3.498
3.4000000000000004,21.0,0.0
3.4000000000000004,21.6,0.0
23.0,36.8,2.776
3.4000000000000004,22.4,0.0
23.0,37.6,2.11
3.4000000000000004,23.0,0.0
23.0,38.2,1.594
3.4000000000000004,23.8,0.0
23.0,39.0,0.852
23.0,39.6,0.615
3.4000000000000004,24.6,0.0
3.4000000000000004,25.200000000000003,0.0
23.0,40.400000000000006,0.181
3.4000000000000004,26.0,0.0
23.0,41.2,0.156
23.0,41.8,0.071
3.4000000000000004,26.8,0.0
3.4000000000000004,27.4,0.0
23.0,42.6,0.11
3.4000000000000004,28.200000000000003,0.0
23.0,43.400000000000006,0.0
3.4000000000000004,28.8,0.0
23.0,44.0,0.0
3.4000000000000004,29.6,0.0
23.0,44.8,0.0
23.0,45.400000000000006,0.109
3.4000000000000004,30.4,0.0
3.4000000000000004,31.0,0.0
23.0,46.2,0.0
3.4000000000000004,31.8,0.071
23.0,47.0,0.0
3.4000000000000004,32.4,0.0
23.0,47.6,0.0
3.4000000000000004,33.2,0.0
23.0,48.400000000000006,0.0
23.0,49.0,0.0
3.4000000000000004,34.0,0.0
3.4000000000000004,34.6,0.0
23.0,49.8,0.0
3.4000000000000004,35.4,0.0
3.4000000000000004,36.0,0.0
3.4000000000000004,36.8,0.0
3.4000000000000004,37.6,0.0
3.4000000000000004,38.2,0.0
3.4000000000000004,39.0,0.07
3.4000000000000004,39.6,0.0
3.4000000000000004,40.400000000000006,0.0
3.4000000000000004,41.2,0.0
3.4000000000000004,41.8,0.0
3.4000000000000004,42.6,0.0
3.4000000000000004,43.400000000000006,0.0
3.4000000000000004,44.0,0.0
3.4000000000000004,44.8,0.0
3.4000000000000004,45.400000000000006,0.0
3.4000000000000004,46.2,0.0
3.4000000000000004,47.0,0.0
3.4000000000000004,47.6,0.0
3.4000000000000004,48.400000000000006,0.0
3.4000000000000004,49.0,0.0
3.4000000000000004,49.8,0.0
69.2,0.0,0.0
69.2,0.8,0.41
69.2,1.4,0.771
69.2,2.2,1.292
69.2,2.8000000000000003,1.729
69.2,3.6,2.236
69.2,4.4,2.753
69.2,5.0,3.089
69.2,5.800000000000001,3.564
69.2,6.4,4.007
69.2,7.2,4.495
69.2,8.0,5.045
69.2,8.6,5.381
69.2,9.4,5.302
69.2,10.2,5.131
69.2,10.8,4.868
69.2,11.6,5.13
69.2,12.2,4.948
69.2,13.0,4.97
69.2,13.8,5.094
69.2,14.4,4.755
49.6,0.0,0.0
69.2,15.2,4.549
69.2,15.8,4.249
49.6,0.8,0.283
49.6,1.4,0.637
69.2,16.6,4.464
49.6,2.2,0.982
69.2,17.400000000000002,4.806
49.6,2.8000000000000003,1.322
69.2,18.0,4.69
49.6,3.6,1.751
69.2,18.8,4.646
69.2,19.4,4.563
49.6,4.4,2.142
49.6,5.0,2.502
69.2,20.200000000000003,4.68
49.6,5.800000000000001,2.816
69.2,21.0,4.661
49.6,6.4,3.128
69.2,21.6,4.286
49.6,7.2,3.551
69.2,22.4,4.087
69.2,23.0,3.461
49.6,8.0,3.995
49.6,8.6,4.31
69.2,23.8,3.817
49.6,9.4,4.747
69.2,24.6,4.08
69.2,25.200000000000003,3.925
49.6,10.2,5.199
49.6,10.8,5.495
69.2,26.0,4.437
49.6,11.6,5.884
69.2,26.8,3.88
49.6,12.2,6.176
69.2,27.4,4.047
49.6,13.0,6.547
69.2,28.200000000000003,4.229
69.2,28.8,3.993
49.6,13.8,6.99
49.6,14.4,7.277
69.2,29.6,4.194
30.0,0.0,0.0
49.6,15.2,7.691
69.2,30.4,4.14
49.6,15.8,8.047
30.0,0.8,0.319
69.2,31.0,4.019
30.0,1.4,0.655
49.6,16.6,8.495
69.2,31.8,3.813
69.2,32.4,3.438
30.0,2.2,1.208
49.6,17.400000000000002,8.882
30.0,2.8000000000000003,1.496
49.6,18.0,9.193
69.2,33.2,3.552
30.0,3.6,1.917
49.6,18.8,9.314
69.2,34.0,3.395
49.6,19.4,8.941
30.0,4.4,2.38
69.2,34.6,3.131
30.0,5.0,2.762
49.6,20.200000000000003,8.608
69.2,35.4,2.885
69.2,36.0,2.575
30.0,5.800000000000001,3.287
49.6,21.0,8.621
30.0,6.4,3.609
49.6,21.6,8.497
69.2,36.8,2.056
30.0,7.2,4.024
49.6,22.4,8.53
69.2,37.6,1.542
49.6,23.0,8.505
30.0,8.0,4.574
69.2,38.2,1.179
30.0,8.6,4.837
49.6,23.8,8.734
69.2,39.0,0.54
69.2,39.6,0.111
30.0,9.4,5.372
49.6,24.6,8.735
49.6,25.200000000000003,8.577
30.0,10.2,5.83
69.2,40.400000000000006,0.167
30.0,10.8,6.175
49.6,26.0,8.405
69.2,41.2,0.087
69.2,41.8,0.105
30.0,11.6,6.561
49.6,26.8,8.214
30.0,12.2,6.955
49.6,27.4,8.435
69.2,42.6,0.117
30.0,13.0,7.354
49.6,28.200000000000003,8.687
69.2,43.400000000000006,0.0
49.6,28.8,8.621
30.0,13.8,7.826
69.2,44.0,0.088
30.0,14.4,8.234
49.6,29.6,7.905
69.2,44.8,0.085
69.2,45.400000000000006,0.0
10.4,0.0,0.0
30.0,15.2,8.747
49.6,30.4,7.51
30.0,15.8,9.01
10.4,0.8,0.267
49.6,31.0,7.02
69.2,46.2,0.0
10.4,1.4,0.636
30.0,16.6,9.502
49.6,31.8,6.429
49.6,32.4,5.937
10.4,2.2,1.033
30.0,17.400000000000002,9.267
69.2,47.0,0.0
10.4,2.8000000000000003,1.379
30.0,18.0,9.269
49.6,33.2,5.302
69.2,47.6,0.0
10.4,3.6,1.844
30.0,18.8,9.306
49.6,34.0,4.62
30.0,19.4,9.325
10.4,4.4,2.289
49.6,34.6,3.955
69.2,49.0,0.0
10.4,5.0,2.535
30.0,20.200000000000003,8.809
49.6,35.4,3.326
49.6,36.0,2.748
10.4,5.800000000000001,3.014
30.0,21.0,8.821
10.4,6.4,3.097
30.0,21.6,8.943
49.6,36.8,1.975
10.4,7.2,3.222
30.0,22.4,9.013
49.6,37.6,1.505
30.0,23.0,8.738
10.4,8.0,3.152
49.6,38.2,0.974
10.4,8.6,3.102
30.0,23.8,8.674
49.6,39.0,0.436
49.6,39.6,0.19
10.4,9.4,3.213
30.0,24.6,8.872
30.0,25.200000000000003,8.878
10.4,10.2,3.255
49.6,40.400000000000006,0.0
10.4,10.8,3.102
30.0,26.0,8.34
49.6,41.2,0.0
49.6,41.8,0.0
10.4,11.6,2.788
30.0,26.8,8.189
10.4,12.2,2.74
30.0,27.4,8.447
49.6,42.6,0.0
10.4,13.0,2.812
30.0,28.200000000000003,8.722
49.6,43.400000000000006,0.0
30.0,28.8,8.622
10.4,13.8,2.85
49.6,44.0,0.0
10.4,14.4,2.884
30.0,29.6,7.923
49.6,44.8,0.0
49.6,45.400000000000006,0.0
10.4,15.2,2.867
30.0,30.4,7.403
10.4,15.8,2.743
30.0,31.0,6.94
49.6,46.2,0.0
10.4,16.6,2.739
30.0,31.8,6.647
49.6,47.0,0.0
30.0,32.4,6.101
10.4,17.400000000000002,2.411
49.6,47.6,0.0
10.4,18.0,2.235
30.0,33.2,5.507
49.6,48.400000000000006,0.0
49.6,49.0,0.0
10.4,18.8,2.433
30.0,34.0,4.937
10.4,19.4,2.539
30.0,34.6,4.429
49.6,49.8,0.0
10.4,20.200000000000003,2.308
30.0,35.4,3.733
30.0,36.0,2.733
10.4,21.0,2.55
10.4,21.6,2.612
30.0,36.8,2.093
10.4,22.4,2.4
30.0,37.6,1.533
10.4,23.0,2.507
30.0,38.2,1.31
10.4,23.8,2.313
30.0,39.0,0.756
30.0,39.6,0.391
10.4,24.6,2.131
10.4,25.200000000000003,2.38
30.0,40.400000000000006,0.142
10.4,26.0,2.166
30.0,41.2,0.134
30.0,41.8,0.0
10.4,26.8,1.703
10.4,27.4,1.813
30.0,42.6,0.0
10.4,28.200000000000003,2.344
30.0,43.400000000000006,0.0
10.4,28.8,2.265
30.0,44.0,0.0
10.4,29.6,2.255
30.0,44.8,0.0
30.0,45.400000000000006,0.0
10.4,30.4,2.144
10.4,31.0,1.951
30.0,46.2,0.07
10.4,31.8,1.563
30.0,47.0,0.0
10.4,32.4,1.476
30.0,47.6,0.0
10.4,33.2,1.28
30.0,48.400000000000006,0.0
30.0,49.0,0.0
10.4,34.0,0.711
10.4,34.6,0.823
30.0,49.8,0.0
10.4,35.4,0.845
10.4,36.0,0.651
10.4,36.8,0.457
10.4,37.6,0.165
10.4,38.2,0.143
10.4,39.0,0.142
10.4,39.6,0.133
10.4,40.400000000000006,0.141
10.4,41.2,0.088
10.4,41.8,0.069
10.4,42.6,0.113
10.4,43.400000000000006,0.0
10.4,44.0,0.0
10.4,44.8,0.0
10.4,45.400000000000006,0.0
10.4,46.2,0.0
10.4,47.0,0.0
10.4,47.6,0.0
10.4,48.400000000000006,0.067
10.4,49.0,0.0
10.4,49.8,0.0
76.2,0.0,0.0
76.2,0.8,0.0
76.2,1.4,0.137
76.2,2.2,0.126
76.2,2.8000000000000003,0.141
76.2,3.6,0.289
76.2,4.4,0.198
76.2,5.0,0.086
76.2,5.800000000000001,0.146
76.2,6.4,0.108
76.2,7.2,0.112
76.2,8.0,0.0
76.2,8.6,0.0
76.2,9.4,0.087
76.2,10.2,0.0
76.2,10.8,0.078
76.2,11.6,0.0
76.2,12.2,0.0
76.2,13.0,0.0
76.2,13.8,0.0
76.2,14.4,0.0
56.6,0.0,0.0
76.2,15.2,0.0
76.2,15.8,0.0
56.6,0.8,0.382
56.6,1.4,0.584
76.2,16.6,0.0
56.6,2.2,1.107
76.2,17.400000000000002,0.0
56.6,2.8000000000000003,1.395
76.2,18.0,0.0
56.6,3.6,1.857
76.2,18.8,0.0
76.2,19.4,0.0
56.6,4.4,2.249
56.6,5.0,2.575
76.2,20.200000000000003,0.0
56.6,5.800000000000001,3.016
76.2,21.0,0.0
56.6,6.4,3.278
76.2,21.6,0.0
56.6,7.2,3.72
76.2,22.4,0.0
76.2,23.0,0.026
56.6,8.0,4.111
56.6,8.6,4.514
76.2,23.8,0.093
56.6,9.4,4.9
76.2,24.6,0.149
76.2,25.200000000000003,0.109
56.6,10.2,5.292
56.6,10.8,5.703
76.2,26.0,0.117
56.6,11.6,6.016
76.2,26.8,0.115
56.6,12.2,6.345
76.2,27.4,0.0
56.6,13.0,6.761
76.2,28.200000000000003,0.138
76.2,28.8,0.0
56.6,13.8,7.192
56.6,14.4,7.566
76.2,29.6,0.0
37.0,0.0,0.0
56.6,15.2,7.992
76.2,30.4,0.122
56.6,15.8,8.299
37.0,0.8,0.375
76.2,31.0,0.0
37.0,1.4,0.712
56.6,16.6,8.687
76.2,31.8,0.0
76.2,32.4,0.121
37.0,2.2,1.258
56.6,17.400000000000002,9.111
37.0,2.8000000000000003,1.6
56.6,18.0,9.423
76.2,33.2,0.078
37.0,3.6,2.036
56.6,18.8,9.149
76.2,34.0,0.0
56.6,19.4,9.263
37.0,4.4,2.513
76.2,34.6,0.087
76.2,48.400000000000006,0.0
37.0,5.0,2.884
56.6,20.200000000000003,9.11
76.2,35.4,0.0
76.2,36.0,0.0
37.0,5.800000000000001,3.413
56.6,21.0,9.112
