x,y,z
1.2000000000000002,31.0,0.0
20.8,46.2,0.0
47.2,0.0,0.0
1.2000000000000002,31.8,0.0
20.8,47.0,0.0
47.2,0.8,0.356
1.2000000000000002,32.4,0.0
20.8,47.6,0.0
47.2,1.4,0.616
1.2000000000000002,33.2,0.0
20.8,48.400000000000006,0.0
47.2,2.2,0.991
20.8,49.0,0.0
1.2000000000000002,34.0,0.0
47.2,2.8000000000000003,1.329
1.2000000000000002,34.6,0.0
20.8,49.8,0.0
47.2,3.6,1.657
1.2000000000000002,35.4,0.0
47.2,4.4,2.086
1.2000000000000002,36.0,0.0
47.2,5.0,2.39
1.2000000000000002,36.8,0.0
47.2,5.800000000000001,2.77
1.2000000000000002,37.6,0.0
47.2,6.4,3.118
1.2000000000000002,38.2,0.0
47.2,7.2,3.59
1.2000000000000002,39.0,0.0
47.2,8.0,3.891
1.2000000000000002,39.6,0.0
47.2,8.6,4.186
1.2000000000000002,40.400000000000006,0.0
47.2,9.4,4.662
1.2000000000000002,41.2,0.0
47.2,10.2,5.052
1.2000000000000002,41.8,0.0
47.2,10.8,5.411
60.0,47.6,0.0
1.2000000000000002,42.6,0.0
47.2,11.6,5.792
1.2000000000000002,43.400000000000006,0.0
47.2,12.2,6.086
1.2000000000000002,44.0,0.0
47.2,13.0,6.501
1.2000000000000002,44.8,0.0
47.2,13.8,6.899
1.2000000000000002,45.400000000000006,0.0
47.2,14.4,7.209
60.0,48.400000000000006,0.0
1.2000000000000002,46.2,0.0
27.6,0.0,0.0
47.2,15.2,7.522
1.2000000000000002,47.0,0.0
27.6,0.8,0.345
47.2,15.8,7.942
1.2000000000000002,47.6,0.0
27.6,1.4,0.654
47.2,16.6,8.281
1.2000000000000002,48.400000000000006,0.0
27.6,2.2,1.118
47.2,17.400000000000002,8.676
1.2000000000000002,49.0,0.0
27.6,2.8000000000000003,1.438
47.2,18.0,8.955
1.2000000000000002,49.8,0.0
27.6,3.6,1.946
47.2,18.8,9.347
47.2,19.4,9.596
27.6,4.4,2.399
27.6,5.0,2.79
47.2,20.200000000000003,9.36
27.6,5.800000000000001,3.244
47.2,21.0,8.928
27.6,6.4,3.482
47.2,21.6,9.019
60.0,49.8,0.0
27.6,7.2,3.967
47.2,22.4,9.152
47.2,23.0,8.976
27.6,8.0,4.406
27.6,8.6,4.836
47.2,23.8,8.665
27.6,9.4,5.291
47.2,24.6,8.846
47.2,25.200000000000003,8.766
27.6,10.2,5.692
27.6,10.8,5.994
47.2,26.0,8.426
27.6,11.6,6.561
47.2,26.8,8.381
27.6,12.2,6.883
47.2,27.4,8.545
27.6,13.0,7.244
47.2,28.200000000000003,8.639
47.2,28.8,8.529
27.6,13.8,7.726
27.6,14.4,8.155
47.2,29.6,8.016
8.0,0.0,0.0
27.6,15.2,8.595
47.2,30.4,7.502
27.6,15.8,8.835
8.0,0.8,0.235
47.2,31.0,7.038
8.0,1.4,0.429
27.6,16.6,9.355
47.2,31.8,6.4
47.2,32.4,5.971
8.0,2.2,0.68
27.6,17.400000000000002,9.383
8.0,2.8000000000000003,0.856
27.6,18.0,9.313
47.2,33.2,5.41
8.0,3.6,1.063
27.6,18.8,9.167
47.2,34.0,4.788
27.6,19.4,8.913
8.0,4.4,1.317
47.2,34.6,4.28
67.0,0.0,0.0
8.0,5.0,1.39
27.6,20.200000000000003,8.915
47.2,35.4,3.616
47.2,36.0,3.15
8.0,5.800000000000001,1.5
27.6,21.0,8.864
67.0,0.8,0.338
8.0,6.4,1.586
27.6,21.6,8.787
47.2,36.8,2.398
67.0,1.4,0.766
8.0,7.2,1.579
27.6,22.4,8.666
47.2,37.6,1.775
27.6,23.0,8.628
8.0,8.0,1.569
47.2,38.2,1.453
67.0,2.2,1.357
8.0,8.6,1.74
27.6,23.8,8.581
47.2,39.0,0.6
47.2,39.6,0.18
8.0,9.4,1.669
27.6,24.6,8.701
67.0,3.6,2.227
27.6,25.200000000000003,8.691
8.0,10.2,1.66
47.2,40.400000000000006,0.146
67.0,4.4,2.778
8.0,10.8,1.435
27.6,26.0,8.441
47.2,41.2,0.135
47.2,41.8,0.159
8.0,11.6,1.19
27.6,26.8,8.284
67.0,5.800000000000001,3.655
8.0,12.2,1.178
27.6,27.4,8.513
47.2,42.6,0.0
67.0,7.2,4.588
8.0,13.0,1.159
27.6,28.200000000000003,8.845
47.2,43.400000000000006,0.137
27.6,28.8,8.652
8.0,13.8,1.205
47.2,44.0,0.067
67.0,8.0,5.146
8.0,14.4,1.112
27.6,29.6,8.115
47.2,44.8,0.0
47.2,45.400000000000006,0.0
8.0,15.2,1.173
27.6,30.4,7.52
67.0,9.4,6.04
8.0,15.8,0.933
27.6,31.0,6.978
47.2,46.2,0.0
67.0,10.2,6.392
8.0,16.6,0.863
27.6,31.8,6.625
47.2,47.0,0.0
27.6,32.4,6.278
8.0,17.400000000000002,0.821
47.2,47.6,0.0
67.0,11.6,6.834
8.0,18.0,1.015
27.6,33.2,5.627
47.2,48.400000000000006,0.0
47.2,49.0,0.0
8.0,18.8,0.508
27.6,34.0,5.087
67.0,13.0,6.814
8.0,19.4,0.719
27.6,34.6,4.632
47.2,49.8,0.0
67.0,13.8,6.913
8.0,20.200000000000003,0.955
27.6,35.4,3.948
67.0,14.4,6.751
27.6,36.0,3.393
8.0,21.0,0.875
67.0,15.2,6.423
67.0,15.8,6.481
8.0,21.6,0.882
27.6,36.8,2.864
67.0,16.6,6.517
67.0,17.400000000000002,6.417
8.0,22.4,0.712
27.6,37.6,2.231
67.0,18.0,6.517
8.0,23.0,0.808
27.6,38.2,1.779
67.0,18.8,6.465
8.0,23.8,0.732
27.6,39.0,1.161
67.0,19.4,6.285
27.6,39.6,0.616
8.0,24.6,0.544
67.0,20.200000000000003,6.405
8.0,25.200000000000003,0.736
27.6,40.400000000000006,0.038
67.0,21.0,6.424
8.0,26.0,0.519
27.6,41.2,0.0
67.0,21.6,6.192
27.6,41.8,0.0
8.0,26.8,0.029
67.0,22.4,6.157
8.0,27.4,0.509
27.6,42.6,0.083
67.0,23.0,6.112
8.0,28.200000000000003,0.59
27.6,43.400000000000006,0.073
67.0,23.8,6.27
8.0,28.8,0.573
27.6,44.0,0.068
67.0,24.6,6.125
8.0,29.6,0.511
27.6,44.8,0.081
67.0,25.200000000000003,5.817
27.6,45.400000000000006,0.0
8.0,30.4,0.409
67.0,26.0,5.847
8.0,31.0,0.2
27.6,46.2,0.0
67.0,26.8,5.837
8.0,31.8,0.186
27.6,47.0,0.0
67.0,27.4,5.752
8.0,32.4,0.048
27.6,47.6,0.0
67.0,28.200000000000003,5.947
8.0,33.2,0.0
27.6,48.400000000000006,0.0
67.0,28.8,5.821
27.6,49.0,0.0
8.0,34.0,0.071
67.0,29.6,5.887
8.0,34.6,0.0
27.6,49.8,0.0
67.0,30.4,5.674
8.0,35.4,0.0
67.0,31.0,5.512
8.0,36.0,0.0
67.0,31.8,5.335
8.0,36.8,0.082
67.0,32.4,4.915
8.0,37.6,0.0
67.0,33.2,4.672
8.0,38.2,0.0
67.0,34.0,4.247
8.0,39.0,0.0
67.0,34.6,3.891
8.0,39.6,0.0
67.0,35.4,3.243
8.0,40.400000000000006,0.0
67.0,36.0,2.852
8.0,41.2,0.0
67.0,36.8,2.291
8.0,41.8,0.069
67.0,37.6,1.662
8.0,42.6,0.0
67.0,38.2,1.185
8.0,43.400000000000006,0.0
67.0,39.0,0.639
8.0,44.0,0.0
67.0,39.6,0.063
8.0,44.8,0.0
67.0,40.400000000000006,0.0
8.0,45.400000000000006,0.0
67.0,41.2,0.0
8.0,46.2,0.0
67.0,41.8,0.07
8.0,47.0,0.0
67.0,42.6,0.0
8.0,47.6,0.0
67.0,43.400000000000006,0.0
8.0,48.400000000000006,0.0
67.0,44.0,0.0
8.0,49.0,0.0
67.0,44.8,0.0
8.0,49.8,0.0
67.0,45.400000000000006,0.0
67.0,46.2,0.0
67.0,47.0,0.0
67.0,47.6,0.0
67.0,48.400000000000006,0.0
67.0,49.0,0.0
67.0,49.8,0.0
79.60000000000001,48.400000000000006,0.0
73.8,0.0,0.0
73.8,0.8,0.359
73.8,1.4,0.779
73.8,2.2,1.337
79.60000000000001,49.8,0.0
73.8,2.8000000000000003,1.652
73.8,3.6,2.237
73.8,4.4,2.096
73.8,5.0,2.089
73.8,5.800000000000001,1.595
73.8,6.4,1.578
73.8,7.2,1.641
73.8,8.0,1.945
73.8,8.6,1.629
73.8,9.4,1.75
73.8,10.2,1.637
73.8,10.8,1.239
73.8,11.6,1.153
73.8,12.2,1.205
73.8,13.0,0.805
73.8,13.8,0.508
73.8,14.4,0.763
54.2,0.0,0.0
73.8,15.2,0.785
73.8,15.8,0.712
54.2,0.8,0.295
54.2,1.4,0.577
73.8,16.6,0.74
54.2,2.2,1.011
73.8,17.400000000000002,0.758
54.2,2.8000000000000003,1.402
73.8,18.0,0.709
54.2,3.6,1.733
73.8,18.8,0.438
73.8,19.4,0.679
54.2,4.4,2.204
54.2,5.0,2.453
73.8,20.200000000000003,0.643
54.2,5.800000000000001,2.917
73.8,21.0,0.433
69.2,48.400000000000006,0.0
54.2,6.4,3.135
73.8,21.6,0.49
54.2,7.2,3.646
73.8,22.4,0.639
73.8,23.0,0.445
54.2,8.0,3.991
54.2,8.6,4.354
73.8,23.8,0.586
54.2,9.4,4.805
73.8,24.6,0.529
58.8,44.0,0.0
54.2,10.2,5.145
73.8,25.200000000000003,0.459
54.2,10.8,5.488
73.8,26.0,0.309
54.2,11.6,5.848
73.8,26.8,0.045
54.2,12.2,6.249
73.8,27.4,0.194
54.2,13.0,6.598
69.2,49.8,0.0
73.8,28.200000000000003,0.0
73.8,28.8,0.0
54.2,13.8,6.959
58.8,44.8,0.0
54.2,14.4,7.323
73.8,29.6,0.18
34.6,0.0,0.0
54.2,15.2,7.778
73.8,30.4,0.026
54.2,15.8,8.079
34.6,0.8,0.406
73.8,31.0,0.0
34.6,1.4,0.681
54.2,16.6,8.506
73.8,31.8,0.106
73.8,32.4,0.0
34.6,2.2,1.276
54.2,17.400000000000002,8.875
34.6,2.8000000000000003,1.556
54.2,18.0,9.24
73.8,33.2,0.0
34.6,3.6,2.126
54.2,18.8,9.245
73.8,34.0,0.0
54.2,19.4,9.186
34.6,4.4,2.564
73.8,34.6,0.059
34.6,5.0,2.93
54.2,20.200000000000003,8.981
73.8,35.4,0.0
73.8,36.0,0.093
34.6,5.800000000000001,3.449
54.2,21.0,8.775
34.6,6.4,3.818
54.2,21.6,8.898
73.8,36.8,0.0
34.6,7.2,4.31
54.2,22.4,8.931
73.8,37.6,0.099
54.2,23.0,8.774
34.6,8.0,4.767
73.8,38.2,0.0
34.6,8.6,5.194
54.2,23.8,8.494
73.8,39.0,0.0
73.8,39.6,0.094
34.6,9.4,5.701
54.2,24.6,8.755
54.2,25.200000000000003,8.711
34.6,10.2,6.22
73.8,40.400000000000006,0.078
34.6,10.8,6.521
54.2,26.0,8.464
73.8,41.2,0.0
73.8,41.8,0.0
34.6,11.6,7.077
54.2,26.8,8.163
34.6,12.2,7.474
54.2,27.4,8.416
73.8,42.6,0.0
34.6,13.0,7.962
54.2,28.200000000000003,8.671
73.8,43.400000000000006,0.0
54.2,28.8,8.472
34.6,13.8,8.379
73.8,44.0,0.08
34.6,14.4,8.846
54.2,29.6,8.065
73.8,44.8,0.084
73.8,45.400000000000006,0.0
15.0,0.0,0.0
34.6,15.2,9.235
54.2,30.4,7.498
34.6,15.8,9.65
15.0,0.8,0.353
54.2,31.0,7.129
73.8,46.2,0.0
15.0,1.4,0.8
34.6,16.6,10.149
54.2,31.8,6.478
54.2,32.4,5.983
15.0,2.2,1.276
34.6,17.400000000000002,9.774
58.8,48.400000000000006,0.067
15.0,2.8000000000000003,1.591
34.6,18.0,9.385
54.2,33.2,5.402
73.8,47.6,0.0
15.0,3.6,2.042
34.6,18.8,9.165
54.2,34.0,4.679
34.6,19.4,9.134
15.0,4.4,2.63
54.2,34.6,4.187
73.8,49.0,0.0
15.0,5.0,2.987
34.6,20.200000000000003,8.67
54.2,35.4,3.448
54.2,36.0,2.798
15.0,5.800000000000001,3.382
34.6,21.0,8.911
15.0,6.4,3.847
34.6,21.6,9.01
54.2,36.8,1.962
15.0,7.2,4.361
34.6,22.4,9.063
54.2,37.6,1.274
34.6,23.0,8.753
15.0,8.0,4.756
54.2,38.2,0.946
15.0,8.6,5.157
34.6,23.8,8.469
54.2,39.0,0.431
54.2,39.6,0.094
15.0,9.4,5.648
34.6,24.6,8.43
58.8,49.8,0.0
34.6,25.200000000000003,8.373
15.0,10.2,6.268
54.2,40.400000000000006,0.0
15.0,10.8,6.029
34.6,26.0,8.361
54.2,41.2,0.135
54.2,41.8,0.137
15.0,11.6,5.797
34.6,26.8,8.666
15.0,12.2,5.746
34.6,27.4,8.899
54.2,42.6,0.0
15.0,13.0,5.873
34.6,28.200000000000003,9.083
54.2,43.400000000000006,0.106
34.6,28.8,8.767
15.0,13.8,5.997
54.2,44.0,0.088
15.0,14.4,5.956
34.6,29.6,8.074
54.2,44.8,0.071
54.2,45.400000000000006,0.0
15.0,15.2,6.023
34.6,30.4,7.525
15.0,15.8,5.9
34.6,31.0,7.197
54.2,46.2,0.069
15.0,16.6,5.635
34.6,31.8,6.523
54.2,47.0,0.0
34.6,32.4,6.081
15.0,17.400000000000002,5.421
54.2,47.6,0.0
15.0,18.0,5.63
34.6,33.2,5.645
54.2,48.400000000000006,0.0
54.2,49.0,0.0
15.0,18.8,5.223
34.6,34.0,4.971
15.0,19.4,5.649
34.6,34.6,4.421
54.2,49.8,0.0
15.0,20.200000000000003,5.67
34.6,35.4,3.816
34.6,36.0,3.229
15.0,21.0,5.839
15.0,21.6,5.595
34.6,36.8,2.543
15.0,22.4,5.482
34.6,37.6,1.703
15.0,23.0,5.653
34.6,38.2,1.378
15.0,23.8,5.286
34.6,39.0,1.058
34.6,39.6,0.588
15.0,24.6,5.394
68.0,32.4,4.293
15.0,25.200000000000003,5.532
34.6,40.400000000000006,0.097
15.0,26.0,5.393
34.6,41.2,0.154
34.6,41.8,0.133
15.0,26.8,4.497
15.0,27.4,4.848
34.6,42.6,0.0
15.0,28.200000000000003,5.427
34.6,43.400000000000006,0.0
15.0,28.8,5.385
34.6,44.0,0.112
15.0,29.6,5.243
34.6,44.8,0.0
34.6,45.400000000000006,0.0
15.0,30.4,5.198
15.0,31.0,4.936
34.6,46.2,0.0
15.0,31.8,4.593
34.6,47.0,0.0
15.0,32.4,4.339
34.6,47.6,0.0
15.0,33.2,3.963
34.6,48.400000000000006,0.0
34.6,49.0,0.0
15.0,34.0,3.809
15.0,34.6,3.688
34.6,49.8,0.0
15.0,35.4,3.257
15.0,36.0,2.887
15.0,36.8,2.433
15.0,37.6,1.934
15.0,38.2,1.525
15.0,39.0,0.948
15.0,39.6,0.535
15.0,40.400000000000006,0.209
15.0,41.2,0.112
15.0,41.8,0.182
15.0,42.6,0.162
15.0,43.400000000000006,0.088
15.0,44.0,0.074
77.2,15.8,0.0
15.0,44.8,0.111
15.0,45.400000000000006,0.11
15.0,46.2,0.0
15.0,47.0,0.0
15.0,47.6,0.0
15.0,48.400000000000006,0.0
15.0,49.0,0.0
15.0,49.8,0.0
78.4,48.400000000000006,0.0
61.2,0.0,0.0
61.2,0.8,0.373
61.2,1.4,0.712
61.2,2.2,1.303
61.2,2.8000000000000003,1.628
61.2,3.6,2.232
61.2,4.4,2.696
78.4,49.8,0.0
61.2,5.0,3.053
61.2,5.800000000000001,3.613
61.2,6.4,3.974
61.2,7.2,4.456
61.2,8.0,4.942
61.2,8.6,5.354
61.2,9.4,5.827
61.2,10.2,6.395
61.2,10.8,6.841
61.2,11.6,7.318
61.2,12.2,7.675
61.2,13.0,8.216
61.2,13.8,8.708
61.2,14.4,9.111
41.6,0.0,0.0
61.2,15.2,9.405
61.2,15.8,9.49
41.6,0.8,0.272
41.6,1.4,0.609
61.2,16.6,9.531
41.6,2.2,1.027
61.2,17.400000000000002,9.488
41.6,2.8000000000000003,1.333
61.2,18.0,9.329
41.6,3.6,1.779
61.2,18.8,9.341
61.2,19.4,9.425
41.6,4.4,2.29
41.6,5.0,2.558
61.2,20.200000000000003,9.419
41.6,5.800000000000001,2.944
61.2,21.0,9.311
41.6,6.4,3.294
61.2,21.6,9.36
41.6,7.2,3.775
61.2,22.4,9.355
61.2,23.0,9.255
41.6,8.0,4.165
68.0,48.400000000000006,0.0
41.6,8.6,4.516
61.2,23.8,9.241
41.6,9.4,4.943
61.2,24.6,9.212
61.2,25.200000000000003,9.132
41.6,10.2,5.326
41.6,10.8,5.659
61.2,26.0,9.065
41.6,11.6,5.993
61.2,26.8,8.845
41.6,12.2,6.396
61.2,27.4,8.613
41.6,13.0,6.824
61.2,28.200000000000003,8.424
61.2,28.8,8.496
41.6,13.8,7.266
41.6,14.4,7.487
61.2,29.6,8.112
22.0,0.0,0.0
41.6,15.2,7.912
61.2,30.4,7.487
41.6,15.8,8.322
22.0,0.8,0.267
61.2,31.0,6.971
68.0,49.8,0.0
22.0,1.4,0.626
41.6,16.6,8.757
61.2,31.8,6.448
61.2,32.4,5.963
22.0,2.2,1.059
41.6,17.400000000000002,9.121
22.0,2.8000000000000003,1.44
41.6,18.0,9.192
61.2,33.2,5.331
22.0,3.6,1.833
41.6,18.8,9.346
61.2,34.0,4.786
41.6,19.4,9.578
22.0,4.4,2.353
61.2,34.6,4.118
22.0,5.0,2.581
41.6,20.200000000000003,9.458
61.2,35.4,3.545
61.2,36.0,3.081
22.0,5.800000000000001,3.049
41.6,21.0,9.055
22.0,6.4,3.394
41.6,21.6,8.929
61.2,36.8,2.519
22.0,7.2,3.866
41.6,22.4,9.142
61.2,37.6,2.008
41.6,23.0,8.846
22.0,8.0,4.24
61.2,38.2,1.508
22.0,8.6,4.622
41.6,23.8,8.467
61.2,39.0,0.938
61.2,39.6,0.434
22.0,9.4,5.04
41.6,24.6,8.391
41.6,25.200000000000003,8.313
22.0,10.2,5.538
61.2,40.400000000000006,0.11
22.0,10.8,5.753
41.6,26.0,8.238
61.2,41.2,0.0
61.2,41.8,0.0
22.0,11.6,6.299
41.6,26.8,8.329
22.0,12.2,6.556
41.6,27.4,8.537
61.2,42.6,0.0
22.0,13.0,7.044
41.6,28.200000000000003,8.782
61.2,43.400000000000006,0.0
41.6,28.8,8.501
22.0,13.8,7.413
61.2,44.0,0.0
22.0,14.4,7.715
41.6,29.6,8.081
61.2,44.8,0.0
61.2,45.400000000000006,0.0
2.4000000000000004,0.0,0.0
22.0,15.2,8.275
41.6,30.4,7.56
22.0,15.8,8.505
2.4000000000000004,0.8,0.0
41.6,31.0,7.137
61.2,46.2,0.0
2.4000000000000004,1.4,0.0
22.0,16.6,8.981
41.6,31.8,6.578
41.6,32.4,6.09
2.4000000000000004,2.2,0.085
22.0,17.400000000000002,9.421
61.2,47.0,0.0
2.4000000000000004,2.8000000000000003,0.058
22.0,18.0,9.489
41.6,33.2,5.393
61.2,47.6,0.0
2.4000000000000004,3.6,0.0
22.0,18.8,9.266
41.6,34.0,4.705
22.0,19.4,9.309
2.4000000000000004,4.4,0.094
41.6,34.6,4.188
61.2,49.0,0.0
2.4000000000000004,5.0,0.104
22.0,20.200000000000003,9.403
41.6,35.4,3.538
41.6,36.0,3.165
2.4000000000000004,5.800000000000001,0.0
22.0,21.0,9.348
2.4000000000000004,6.4,0.08
22.0,21.6,9.336
41.6,36.8,2.631
2.4000000000000004,7.2,0.0
22.0,22.4,9.37
41.6,37.6,1.925
22.0,23.0,9.177
2.4000000000000004,8.0,0.086
41.6,38.2,1.46
2.4000000000000004,8.6,0.0
22.0,23.8,9.131
41.6,39.0,0.741
41.6,39.6,0.426
2.4000000000000004,9.4,0.0
22.0,24.6,9.09
22.0,25.200000000000003,9.133
2.4000000000000004,10.2,0.0
41.6,40.400000000000006,0.0
2.4000000000000004,10.8,0.071
22.0,26.0,9.086
41.6,41.2,0.0
41.6,41.8,0.0
2.4000000000000004,11.6,0.0
22.0,26.8,8.726
2.4000000000000004,12.2,0.0
22.0,27.4,8.558
41.6,42.6,0.0
2.4000000000000004,13.0,0.0
22.0,28.200000000000003,8.822
41.6,43.400000000000006,0.082
22.0,28.8,8.879
2.4000000000000004,13.8,0.0
41.6,44.0,0.0
2.4000000000000004,14.4,0.0
22.0,29.6,8.404
41.6,44.8,0.0
41.6,45.400000000000006,0.0
2.4000000000000004,15.2,0.0
22.0,30.4,7.872
2.4000000000000004,15.8,0.0
22.0,31.0,7.463
41.6,46.2,0.0
68.0,0.0,0.0
2.4000000000000004,16.6,0.0
22.0,31.8,6.89
41.6,47.0,0.0
22.0,32.4,6.442
2.4000000000000004,17.400000000000002,0.0
41.6,47.6,0.0
68.0,0.8,0.34
2.4000000000000004,18.0,0.098
22.0,33.2,5.944
41.6,48.400000000000006,0.0
41.6,49.0,0.0
2.4000000000000004,18.8,0.087
22.0,34.0,5.379
68.0,1.4,0.751
2.4000000000000004,19.4,0.0
22.0,34.6,4.899
41.6,49.8,0.0
68.0,2.2,1.254
2.4000000000000004,20.200000000000003,0.073
22.0,35.4,4.213
68.0,2.8000000000000003,1.707
22.0,36.0,3.741
2.4000000000000004,21.0,0.0
68.0,3.6,2.226
68.0,4.4,2.67
2.4000000000000004,21.6,0.0
22.0,36.8,3.045
68.0,5.0,3.131
68.0,5.800000000000001,3.588
2.4000000000000004,22.4,0.0
22.0,37.6,2.426
68.0,6.4,4.011
2.4000000000000004,23.0,0.0
22.0,38.2,1.866
68.0,7.2,4.482
2.4000000000000004,23.8,0.0
22.0,39.0,1.306
68.0,8.0,5.07
22.0,39.6,0.684
2.4000000000000004,24.6,0.0
68.0,8.6,5.461
2.4000000000000004,25.200000000000003,0.071
22.0,40.400000000000006,0.256
68.0,9.4,5.952
2.4000000000000004,26.0,0.0
22.0,41.2,0.0
68.0,10.2,5.866
22.0,41.8,0.0
2.4000000000000004,26.8,0.0
68.0,10.8,5.76
2.4000000000000004,27.4,0.069
22.0,42.6,0.0
68.0,11.6,6.043
2.4000000000000004,28.200000000000003,0.0
22.0,43.400000000000006,0.0
68.0,12.2,6.129
2.4000000000000004,28.8,0.079
22.0,44.0,0.0
68.0,13.0,6.039
2.4000000000000004,29.6,0.0
22.0,44.8,0.0
68.0,13.8,5.92
22.0,45.400000000000006,0.0
2.4000000000000004,30.4,0.0
68.0,14.4,5.699
2.4000000000000004,31.0,0.0
22.0,46.2,0.0
48.400000000000006,0.0,0.0
68.0,15.2,5.482
2.4000000000000004,31.8,0.0
22.0,47.0,0.0
48.400000000000006,0.8,0.266
2.4000000000000004,32.4,0.0
22.0,47.6,0.0
48.400000000000006,1.4,0.629
68.0,15.8,5.616
2.4000000000000004,33.2,0.0
22.0,48.400000000000006,0.0
48.400000000000006,2.2,1.081
22.0,49.0,0.0
2.4000000000000004,34.0,0.078
48.400000000000006,2.8000000000000003,1.434
68.0,16.6,5.676
2.4000000000000004,34.6,0.0
22.0,49.8,0.0
48.400000000000006,3.6,1.826
68.0,17.400000000000002,5.67
2.4000000000000004,35.4,0.0
48.400000000000006,4.4,2.325
68.0,18.0,5.482
2.4000000000000004,36.0,0.0
48.400000000000006,5.0,2.695
68.0,18.8,5.658
68.0,19.4,5.525
2.4000000000000004,36.8,0.0
48.400000000000006,5.800000000000001,3.077
68.0,20.200000000000003,5.595
68.0,21.0,5.606
2.4000000000000004,37.6,0.0
48.400000000000006,6.4,3.419
68.0,21.6,5.256
2.4000000000000004,38.2,0.0
48.400000000000006,7.2,3.801
68.0,22.4,5.152
2.4000000000000004,39.0,0.0
48.400000000000006,8.0,4.256
68.0,23.0,4.976
2.4000000000000004,39.6,0.0
48.400000000000006,8.6,4.671
68.0,23.8,5.06
2.4000000000000004,40.400000000000006,0.0
48.400000000000006,9.4,4.999
68.0,24.6,5.22
2.4000000000000004,41.2,0.0
48.400000000000006,10.2,5.552
68.0,25.200000000000003,4.804
2.4000000000000004,41.8,0.0
48.400000000000006,10.8,5.856
68.0,26.0,5.195
2.4000000000000004,42.6,0.0
48.400000000000006,11.6,6.279
68.0,26.8,4.919
2.4000000000000004,43.400000000000006,0.0
48.400000000000006,12.2,6.543
68.0,27.4,4.739
2.4000000000000004,44.0,0.0
48.400000000000006,13.0,7.003
68.0,28.200000000000003,5.217
2.4000000000000004,44.8,0.0
48.400000000000006,13.8,7.498
68.0,28.8,5.156
2.4000000000000004,45.400000000000006,0.0
48.400000000000006,14.4,7.767
68.0,29.6,5.079
2.4000000000000004,46.2,0.0
28.8,0.0,0.0
48.400000000000006,15.2,8.288
68.0,30.4,4.936
2.4000000000000004,47.0,0.0
28.8,0.8,0.368
48.400000000000006,15.8,8.523
2.4000000000000004,47.6,0.0
28.8,1.4,0.786
48.400000000000006,16.6,8.722
68.0,31.0,4.775
2.4000000000000004,48.400000000000006,0.0
28.8,2.2,1.356
48.400000000000006,17.400000000000002,8.926
2.4000000000000004,49.0,0.0
28.8,2.8000000000000003,1.764
48.400000000000006,18.0,9.097
68.0,31.8,4.435
2.4000000000000004,49.8,0.0
28.8,3.6,2.191
48.400000000000006,18.8,9.29
68.0,33.2,4.28
48.400000000000006,19.4,9.309
28.8,4.4,2.796
68.0,34.0,3.914
68.0,34.6,3.497
28.8,5.0,3.155
48.400000000000006,20.200000000000003,9.215
68.0,35.4,3.076
68.0,36.0,2.609
28.8,5.800000000000001,3.666
48.400000000000006,21.0,9.01
28.8,6.4,4.017
48.400000000000006,21.6,8.922
68.0,36.8,2.011
28.8,7.2,4.616
48.400000000000006,22.4,9.021
68.0,37.6,1.669
48.400000000000006,23.0,9.009
28.8,8.0,5.077
68.0,38.2,0.997
28.8,8.6,5.547
48.400000000000006,23.8,8.615
68.0,39.0,0.228
68.0,39.6,0.0
28.8,9.4,5.992
48.400000000000006,24.6,8.852
48.400000000000006,25.200000000000003,8.699
28.8,10.2,6.54
68.0,40.400000000000006,0.0
28.8,10.8,6.959
48.400000000000006,26.0,8.719
68.0,41.2,0.0
68.0,41.8,0.0
28.8,11.6,7.508
48.400000000000006,26.8,8.594
28.8,12.2,7.846
48.400000000000006,27.4,8.591
68.0,42.6,0.0
28.8,13.0,8.416
48.400000000000006,28.200000000000003,8.706
68.0,43.400000000000006,0.0
48.400000000000006,28.8,8.654
28.8,13.8,8.861
68.0,44.0,0.0
28.8,14.4,9.368
48.400000000000006,29.6,7.932
68.0,44.8,0.0
68.0,45.400000000000006,0.0
9.2,0.0,0.0
28.8,15.2,9.469
48.400000000000006,30.4,7.587
28.8,15.8,9.558
9.2,0.8,0.801
48.400000000000006,31.0,7.066
68.0,46.2,0.0
9.2,1.4,1.358
28.8,16.6,9.53
48.400000000000006,31.8,6.459
48.400000000000006,32.4,6.099
9.2,2.2,1.478
28.8,17.400000000000002,9.039
68.0,47.0,0.0
9.2,2.8000000000000003,1.669
28.8,18.0,8.995
48.400000000000006,33.2,5.271
68.0,47.6,0.0
9.2,3.6,1.912
28.8,18.8,9.168
48.400000000000006,34.0,4.565
28.8,19.4,9.189
9.2,4.4,2.054
48.400000000000006,34.6,4.015
68.0,49.0,0.0
9.2,5.0,2.195
28.8,20.200000000000003,8.829
48.400000000000006,35.4,3.436
48.400000000000006,36.0,2.881
9.2,5.800000000000001,2.335
28.8,21.0,8.854
9.2,6.4,2.474
28.8,21.6,9.168
48.400000000000006,36.8,2.38
9.2,7.2,2.568
28.8,22.4,9.07
48.400000000000006,37.6,1.638
28.8,23.0,8.69
9.2,8.0,2.48
48.400000000000006,38.2,1.103
9.2,8.6,2.595
28.8,23.8,8.533
48.400000000000006,39.0,0.346
48.400000000000006,39.6,0.051
9.2,9.4,2.587
28.8,24.6,8.562
28.8,25.200000000000003,8.458
9.2,10.2,2.623
48.400000000000006,40.400000000000006,0.067
